ym,crime,sexo,faixa,occ_1_vitima
2024-10,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","18-24",1
2024-10,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","40-59",1
2024-10,"LETAIS_E_VIOLENTOS","FEMININO","13-17",4
2024-10,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","40-59",3
2024-10,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","18-24",2
2024-10,"ADMINISTRACAO_PUBLICA_E_JUSTICA","IGNORADO","18-24",2
2024-10,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","18-24",1
2024-10,"TRANSITO","IGNORADO","40-59",1
2024-10,"CRIMES_SEXUAIS_E_EXPLORACAO","IGNORADO","18-24",1
2024-10,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","0-12",1
2024-11,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","0-12",156
2024-11,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","13-17",207
2024-11,"ORDEM_PUBLICA_E_OUTROS","FEMININO","60+",349
2024-11,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","60+",151
2024-11,"FRAUDES_E_FE_PUBLICA","MASCULINO","40-59",1688
2024-11,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","60+",1274
2024-11,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","18-24",360
2024-11,"FRAUDES_E_FE_PUBLICA","MASCULINO","25-39",1363
2024-11,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","25-39",4288
2024-11,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","13-17",194
2024-11,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","40-59",1954
2024-11,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","0-12",16
2024-11,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","40-59",3581
2024-11,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","60+",928
2024-11,"LETAIS_E_VIOLENTOS","MASCULINO","25-39",40
2024-11,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","25-39",1396
2024-11,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","18-24",351
2024-11,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","25-39",2106
2024-11,"ORDEM_PUBLICA_E_OUTROS","FEMININO","18-24",184
2024-11,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","25-39",1022
2024-11,"TRANSITO","MASCULINO","40-59",548
2024-11,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","18-24",610
2024-11,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","25-39",453
2024-11,"ORDEM_PUBLICA_E_OUTROS","FEMININO","25-39",633
2024-11,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","40-59",1258
2024-11,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","60+",801
2024-11,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","40-59",204
2024-11,"FRAUDES_E_FE_PUBLICA","FEMININO","25-39",1412
2024-11,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","40-59",2241
2024-11,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","18-24",77
2024-11,"TRANSITO","FEMININO","18-24",151
2024-11,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","18-24",1451
2024-11,"FRAUDES_E_FE_PUBLICA","FEMININO","13-17",15
2024-11,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","18-24",213
2024-11,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","18-24",111
2024-11,"TRANSITO","MASCULINO","25-39",730
2024-11,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","13-17",36
2024-11,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","60+",1039
2024-11,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","25-39",8
2024-11,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","18-24",8
2024-11,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","40-59",58
2024-11,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","18-24",16
2024-11,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","25-39",77
2024-11,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","40-59",377
2024-11,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","18-24",136
2024-11,"TRANSITO","FEMININO","25-39",355
2024-11,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","40-59",545
2024-11,"TRANSITO","FEMININO","40-59",319
2024-11,"TRANSITO","MASCULINO","60+",188
2024-11,"TRANSITO","MASCULINO","18-24",464
2024-11,"LETAIS_E_VIOLENTOS","MASCULINO","18-24",17
2024-11,"FRAUDES_E_FE_PUBLICA","FEMININO","40-59",1785
2024-11,"FRAUDES_E_FE_PUBLICA","MASCULINO","60+",1001
2024-11,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","60+",78
2024-11,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","13-17",21
2024-11,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","60+",9
2024-11,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","13-17",331
2024-11,"LETAIS_E_VIOLENTOS","MASCULINO","0-12",4
2024-11,"VULNERAVEIS_E_CUIDADO","FEMININO","60+",131
2024-11,"ORDEM_PUBLICA_E_OUTROS","FEMININO","40-59",612
2024-11,"VULNERAVEIS_E_CUIDADO","FEMININO","25-39",14
2024-11,"VULNERAVEIS_E_CUIDADO","MASCULINO","0-12",169
2024-11,"FRAUDES_E_FE_PUBLICA","FEMININO","60+",1143
2024-11,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","60+",282
2024-11,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","25-39",427
2024-11,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","25-39",62
2024-11,"VULNERAVEIS_E_CUIDADO","MASCULINO","60+",83
2024-11,"ORDEM_PUBLICA_E_OUTROS","FEMININO","13-17",54
2024-11,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","40-59",71
2024-11,"TRANSITO","FEMININO","60+",118
2024-11,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","25-39",113
2024-11,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","40-59",41
2024-11,"FRAUDES_E_FE_PUBLICA","MASCULINO","18-24",400
2024-11,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","40-59",10
2024-11,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","13-17",36
2024-11,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","25-39",269
2024-11,"VULNERAVEIS_E_CUIDADO","FEMININO","40-59",18
2024-11,"TRANSITO","FEMININO","13-17",26
2024-11,"FRAUDES_E_FE_PUBLICA","FEMININO","18-24",427
2024-11,"VULNERAVEIS_E_CUIDADO","FEMININO","0-12",167
2024-11,"VULNERAVEIS_E_CUIDADO","FEMININO","13-17",118
2024-11,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","0-12",2
2024-11,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","13-17",28
2024-11,"VULNERAVEIS_E_CUIDADO","MASCULINO","13-17",45
2024-11,"TRANSITO","MASCULINO","0-12",22
2024-11,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","0-12",5
2024-11,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","0-12",128
2024-11,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","25-39",47
2024-11,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","0-12",111
2024-11,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","40-59",73
2024-11,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","60+",7
2024-11,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","25-39",63
2024-11,"TRANSITO","MASCULINO","13-17",36
2024-11,"VULNERAVEIS_E_CUIDADO","MASCULINO","18-24",5
2024-11,"ORDEM_PUBLICA_E_OUTROS","FEMININO","0-12",26
2024-11,"VULNERAVEIS_E_CUIDADO","FEMININO","18-24",7
2024-11,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","60+",20
2024-11,"TRANSITO","IGNORADO","0-12",1
2024-11,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","0-12",9
2024-11,"ARMAS_E_MUNICOES","MASCULINO","18-24",4
2024-11,"FRAUDES_E_FE_PUBLICA","IGNORADO","40-59",4
2024-11,"LETAIS_E_VIOLENTOS","MASCULINO","60+",10
2024-11,"ARMAS_E_MUNICOES","MASCULINO","40-59",25
2024-11,"FRAUDES_E_FE_PUBLICA","MASCULINO","0-12",2
2024-11,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","60+",21
2024-11,"VULNERAVEIS_E_CUIDADO","MASCULINO","25-39",11
2024-11,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","60+",13
2024-11,"TRANSITO","FEMININO","0-12",15
2024-11,"ARMAS_E_MUNICOES","MASCULINO","25-39",18
2024-11,"ARMAS_E_MUNICOES","FEMININO","25-39",11
2024-11,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","40-59",35
2024-11,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","0-12",38
2024-11,"ARMAS_E_MUNICOES","MASCULINO","60+",13
2024-11,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","13-17",39
2024-11,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","18-24",29
2024-11,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","0-12",15
2024-11,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","60+",11
2024-11,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","18-24",16
2024-11,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","0-12",26
2024-11,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","18-24",16
2024-11,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","25-39",4
2024-11,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","25-39",3
2024-11,"LETAIS_E_VIOLENTOS","FEMININO","25-39",7
2024-11,"LETAIS_E_VIOLENTOS","FEMININO","0-12",4
2024-11,"LETAIS_E_VIOLENTOS","MASCULINO","40-59",22
2024-11,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","60+",3
2024-11,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","13-17",11
2024-11,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","13-17",18
2024-11,"TRANSITO","IGNORADO","25-39",1
2024-11,"FRAUDES_E_FE_PUBLICA","IGNORADO","25-39",9
2024-11,"ARMAS_E_MUNICOES","FEMININO","40-59",10
2024-11,"VULNERAVEIS_E_CUIDADO","MASCULINO","40-59",15
2024-11,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","0-12",4
2024-11,"DISCRIMINACAO_E_DIREITOS_HUMANOS","IGNORADO","25-39",1
2024-11,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","13-17",20
2024-11,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","25-39",5
2024-11,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","60+",12
2024-11,"FRAUDES_E_FE_PUBLICA","MASCULINO","13-17",8
2024-11,"ARMAS_E_MUNICOES","FEMININO","60+",3
2024-11,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","40-59",1
2024-11,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","25-39",3
2024-11,"LETAIS_E_VIOLENTOS","MASCULINO","13-17",7
2024-11,"LETAIS_E_VIOLENTOS","FEMININO","60+",2
2024-11,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","25-39",2
2024-11,"LETAIS_E_VIOLENTOS","FEMININO","40-59",8
2024-11,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","25-39",1
2024-11,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","40-59",3
2024-11,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","0-12",1
2024-11,"LETAIS_E_VIOLENTOS","FEMININO","18-24",7
2024-11,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","40-59",3
2024-11,"ARMAS_E_MUNICOES","FEMININO","18-24",3
2024-11,"LETAIS_E_VIOLENTOS","FEMININO","13-17",2
2024-11,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","40-59",2
2024-11,"FRAUDES_E_FE_PUBLICA","IGNORADO","18-24",2
2024-11,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","60+",1
2024-11,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","25-39",2
2024-11,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","13-17",2
2024-11,"ARMAS_E_MUNICOES","MASCULINO","13-17",2
2024-11,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","60+",5
2024-11,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","18-24",2
2024-11,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","40-59",3
2024-11,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","60+",1
2024-11,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","25-39",2
2024-11,"FRAUDES_E_FE_PUBLICA","IGNORADO","60+",2
2024-11,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","40-59",2
2024-11,"TRANSITO","IGNORADO","40-59",1
2024-11,"FRAUDES_E_FE_PUBLICA","FEMININO","0-12",1
2024-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","40-59",2241
2024-12,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","0-12",171
2024-12,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","13-17",144
2024-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","25-39",4325
2024-12,"VULNERAVEIS_E_CUIDADO","FEMININO","60+",148
2024-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","60+",1032
2024-12,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","40-59",245
2024-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","25-39",50
2024-12,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","25-39",96
2024-12,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","40-59",1338
2024-12,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","40-59",1885
2024-12,"TRANSITO","MASCULINO","25-39",712
2024-12,"FRAUDES_E_FE_PUBLICA","FEMININO","60+",1099
2024-12,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","40-59",400
2024-12,"ORDEM_PUBLICA_E_OUTROS","FEMININO","60+",325
2024-12,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","60+",795
2024-12,"TRANSITO","FEMININO","60+",124
2024-12,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","18-24",108
2024-12,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","60+",1290
2024-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","18-24",1453
2024-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","40-59",34
2024-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","40-59",3498
2024-12,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","18-24",230
2024-12,"ORDEM_PUBLICA_E_OUTROS","FEMININO","18-24",170
2024-12,"TRANSITO","FEMININO","13-17",22
2024-12,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","25-39",1044
2024-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","25-39",2083
2024-12,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","18-24",397
2024-12,"VULNERAVEIS_E_CUIDADO","MASCULINO","13-17",50
2024-12,"TRANSITO","FEMININO","25-39",366
2024-12,"FRAUDES_E_FE_PUBLICA","FEMININO","25-39",1451
2024-12,"TRANSITO","MASCULINO","40-59",509
2024-12,"FRAUDES_E_FE_PUBLICA","MASCULINO","25-39",1315
2024-12,"ORDEM_PUBLICA_E_OUTROS","FEMININO","40-59",636
2024-12,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","18-24",344
2024-12,"TRANSITO","FEMININO","18-24",169
2024-12,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","18-24",153
2024-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","18-24",550
2024-12,"ORDEM_PUBLICA_E_OUTROS","FEMININO","13-17",32
2024-12,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","40-59",561
2024-12,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","18-24",89
2024-12,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","25-39",1491
2024-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","25-39",126
2024-12,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","25-39",444
2024-12,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","25-39",253
2024-12,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","13-17",35
2024-12,"TRANSITO","MASCULINO","18-24",399
2024-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","18-24",15
2024-12,"FRAUDES_E_FE_PUBLICA","FEMININO","18-24",407
2024-12,"VULNERAVEIS_E_CUIDADO","MASCULINO","60+",67
2024-12,"VULNERAVEIS_E_CUIDADO","MASCULINO","0-12",124
2024-12,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","25-39",5
2024-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","25-39",44
2024-12,"ORDEM_PUBLICA_E_OUTROS","FEMININO","25-39",667
2024-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","40-59",63
2024-12,"FRAUDES_E_FE_PUBLICA","MASCULINO","40-59",1682
2024-12,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","60+",301
2024-12,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","25-39",433
2024-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","60+",890
2024-12,"FRAUDES_E_FE_PUBLICA","FEMININO","40-59",1791
2024-12,"VULNERAVEIS_E_CUIDADO","MASCULINO","40-59",17
2024-12,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","40-59",67
2024-12,"FRAUDES_E_FE_PUBLICA","MASCULINO","60+",950
2024-12,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","0-12",33
2024-12,"FRAUDES_E_FE_PUBLICA","MASCULINO","18-24",397
2024-12,"VULNERAVEIS_E_CUIDADO","FEMININO","0-12",142
2024-12,"VULNERAVEIS_E_CUIDADO","FEMININO","40-59",17
2024-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","0-12",5
2024-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","13-17",11
2024-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","40-59",65
2024-12,"TRANSITO","MASCULINO","60+",197
2024-12,"TRANSITO","FEMININO","40-59",286
2024-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","25-39",57
2024-12,"VULNERAVEIS_E_CUIDADO","FEMININO","13-17",84
2024-12,"FRAUDES_E_FE_PUBLICA","IGNORADO","25-39",8
2024-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","13-17",275
2024-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","40-59",49
2024-12,"LETAIS_E_VIOLENTOS","MASCULINO","25-39",43
2024-12,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","40-59",3
2024-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","13-17",148
2024-12,"FRAUDES_E_FE_PUBLICA","MASCULINO","13-17",17
2024-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","60+",15
2024-12,"VULNERAVEIS_E_CUIDADO","MASCULINO","25-39",13
2024-12,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","40-59",6
2024-12,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","60+",4
2024-12,"ARMAS_E_MUNICOES","MASCULINO","25-39",20
2024-12,"TRANSITO","MASCULINO","13-17",47
2024-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","0-12",84
2024-12,"LETAIS_E_VIOLENTOS","FEMININO","25-39",4
2024-12,"ARMAS_E_MUNICOES","FEMININO","60+",5
2024-12,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","40-59",4
2024-12,"LETAIS_E_VIOLENTOS","MASCULINO","0-12",5
2024-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","0-12",69
2024-12,"ORDEM_PUBLICA_E_OUTROS","FEMININO","0-12",21
2024-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","18-24",20
2024-12,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","13-17",45
2024-12,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","13-17",30
2024-12,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","13-17",13
2024-12,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","60+",7
2024-12,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","60+",73
2024-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","40-59",1
2024-12,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","13-17",24
2024-12,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","0-12",23
2024-12,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","60+",130
2024-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","60+",17
2024-12,"TRANSITO","FEMININO","0-12",19
2024-12,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","0-12",1
2024-12,"VULNERAVEIS_E_CUIDADO","FEMININO","25-39",12
2024-12,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","13-17",1
2024-12,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","25-39",6
2024-12,"TRANSITO","MASCULINO","0-12",33
2024-12,"LETAIS_E_VIOLENTOS","FEMININO","60+",2
2024-12,"LETAIS_E_VIOLENTOS","MASCULINO","40-59",26
2024-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","60+",12
2024-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","0-12",2
2024-12,"LETAIS_E_VIOLENTOS","IGNORADO","60+",1
2024-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","18-24",9
2024-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","18-24",2
2024-12,"ARMAS_E_MUNICOES","FEMININO","25-39",10
2024-12,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","25-39",8
2024-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","60+",17
2024-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","18-24",15
2024-12,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","18-24",7
2024-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","13-17",11
2024-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","0-12",12
2024-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","0-12",3
2024-12,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","13-17",11
2024-12,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","18-24",2
2024-12,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","0-12",3
2024-12,"ARMAS_E_MUNICOES","MASCULINO","40-59",13
2024-12,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","18-24",2
2024-12,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","40-59",1
2024-12,"FRAUDES_E_FE_PUBLICA","FEMININO","13-17",10
2024-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","13-17",3
2024-12,"FRAUDES_E_FE_PUBLICA","MASCULINO","0-12",4
2024-12,"FRAUDES_E_FE_PUBLICA","IGNORADO","40-59",6
2024-12,"LETAIS_E_VIOLENTOS","MASCULINO","18-24",12
2024-12,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","25-39",8
2024-12,"FRAUDES_E_FE_PUBLICA","IGNORADO","60+",5
2024-12,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","18-24",2
2024-12,"ARMAS_E_MUNICOES","FEMININO","13-17",1
2024-12,"LETAIS_E_VIOLENTOS","MASCULINO","13-17",5
2024-12,"ARMAS_E_MUNICOES","MASCULINO","60+",14
2024-12,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","60+",13
2024-12,"LETAIS_E_VIOLENTOS","FEMININO","0-12",5
2024-12,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","40-59",8
2024-12,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","0-12",2
2024-12,"LETAIS_E_VIOLENTOS","FEMININO","40-59",5
2024-12,"LETAIS_E_VIOLENTOS","FEMININO","18-24",2
2024-12,"ARMAS_E_MUNICOES","MASCULINO","18-24",5
2024-12,"LETAIS_E_VIOLENTOS","MASCULINO","60+",4
2024-12,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","25-39",4
2024-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","25-39",3
2024-12,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","25-39",4
2024-12,"ARMAS_E_MUNICOES","FEMININO","40-59",8
2024-12,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","60+",6
2024-12,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","0-12",1
2024-12,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","18-24",1
2024-12,"LETAIS_E_VIOLENTOS","FEMININO","13-17",2
2024-12,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","60+",1
2024-12,"ARMAS_E_MUNICOES","FEMININO","18-24",3
2024-12,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","60+",2
2024-12,"VULNERAVEIS_E_CUIDADO","MASCULINO","18-24",2
2024-12,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","40-59",2
2024-12,"DISCRIMINACAO_E_DIREITOS_HUMANOS","IGNORADO","25-39",1
2024-12,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","0-12",1
2024-12,"FRAUDES_E_FE_PUBLICA","FEMININO","0-12",2
2024-12,"VULNERAVEIS_E_CUIDADO","FEMININO","18-24",1
2024-12,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","40-59",2
2024-12,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","13-17",2
2024-12,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","18-24",1
2024-12,"TRANSITO","IGNORADO","18-24",1
