ym,crime,sexo,faixa,occ_1_vitima
2025-03,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","25-39",59
2025-03,"ARMAS_E_MUNICOES","MASCULINO","25-39",24
2025-03,"TRANSITO","MASCULINO","0-12",38
2025-03,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","18-24",96
2025-03,"TRANSITO","FEMININO","60+",114
2025-03,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","60+",23
2025-03,"ARMAS_E_MUNICOES","MASCULINO","18-24",9
2025-03,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","40-59",8
2025-03,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","25-39",3
2025-03,"ARMAS_E_MUNICOES","FEMININO","40-59",11
2025-03,"VULNERAVEIS_E_CUIDADO","FEMININO","25-39",23
2025-03,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","40-59",50
2025-03,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","13-17",22
2025-03,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","0-12",5
2025-03,"ARMAS_E_MUNICOES","MASCULINO","60+",13
2025-03,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","13-17",1
2025-03,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","18-24",16
2025-03,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","60+",11
2025-03,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","13-17",25
2025-03,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","13-17",19
2025-03,"FRAUDES_E_FE_PUBLICA","IGNORADO","25-39",8
2025-03,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","13-17",24
2025-03,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","18-24",10
2025-03,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","18-24",2
2025-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","60+",3
2025-03,"ARMAS_E_MUNICOES","FEMININO","18-24",4
2025-03,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","13-17",2
2025-03,"FRAUDES_E_FE_PUBLICA","MASCULINO","13-17",21
2025-03,"LETAIS_E_VIOLENTOS","MASCULINO","13-17",3
2025-03,"ARMAS_E_MUNICOES","MASCULINO","0-12",2
2025-03,"ADMINISTRACAO_PUBLICA_E_JUSTICA","IGNORADO","25-39",2
2025-03,"LETAIS_E_VIOLENTOS","MASCULINO","18-24",12
2025-03,"TRANSITO","IGNORADO","25-39",1
2025-03,"FRAUDES_E_FE_PUBLICA","IGNORADO","40-59",6
2025-03,"FRAUDES_E_FE_PUBLICA","MASCULINO","0-12",2
2025-03,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","60+",4
2025-03,"DISCRIMINACAO_E_DIREITOS_HUMANOS","IGNORADO","25-39",3
2025-03,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","0-12",1
2025-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","40-59",4
2025-03,"LETAIS_E_VIOLENTOS","FEMININO","0-12",3
2025-03,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","18-24",6
2025-03,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","60+",7
2025-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","13-17",1
2025-03,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","40-59",8
2025-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","60+",8
2025-03,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","25-39",4
2025-03,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","40-59",3
2025-03,"VULNERAVEIS_E_CUIDADO","MASCULINO","18-24",4
2025-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","25-39",4
2025-03,"VULNERAVEIS_E_CUIDADO","MASCULINO","40-59",14
2025-03,"LETAIS_E_VIOLENTOS","FEMININO","13-17",2
2025-03,"LETAIS_E_VIOLENTOS","FEMININO","40-59",3
2025-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","18-24",2
2025-03,"TRANSITO","IGNORADO","18-24",1
2025-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","13-17",2
2025-03,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","40-59",2
2025-03,"LETAIS_E_VIOLENTOS","MASCULINO","0-12",3
2025-03,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","18-24",2
2025-03,"LETAIS_E_VIOLENTOS","FEMININO","18-24",4
2025-03,"LETAIS_E_VIOLENTOS","FEMININO","60+",4
2025-03,"LETAIS_E_VIOLENTOS","FEMININO","25-39",3
2025-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","40-59",2
2025-03,"ARMAS_E_MUNICOES","FEMININO","25-39",6
2025-03,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","0-12",1
2025-03,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","0-12",1
2025-03,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","60+",4
2025-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","0-12",1
2025-03,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","13-17",1
2025-03,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","25-39",2
2025-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","18-24",1
2025-03,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","0-12",1
2025-03,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","18-24",2
2025-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","25-39",1
2025-03,"ARMAS_E_MUNICOES","FEMININO","60+",2
2025-03,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","25-39",1
2025-03,"LETAIS_E_VIOLENTOS","IGNORADO","60+",1
2025-03,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","25-39",1
2025-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","IGNORADO","60+",1
2025-03,"ARMAS_E_MUNICOES","FEMININO","13-17",2
2025-03,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","60+",1
2025-03,"VULNERAVEIS_E_CUIDADO","IGNORADO","0-12",1
2025-03,"FRAUDES_E_FE_PUBLICA","IGNORADO","60+",1
2025-03,"VULNERAVEIS_E_CUIDADO","FEMININO","18-24",1
2025-04,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","60+",1185
2025-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","40-59",3273
2025-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","25-39",4139
2025-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","18-24",1288
2025-04,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","40-59",1851
2025-04,"FRAUDES_E_FE_PUBLICA","MASCULINO","60+",1138
2025-04,"TRANSITO","FEMININO","40-59",312
2025-04,"FRAUDES_E_FE_PUBLICA","MASCULINO","18-24",417
2025-04,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","18-24",82
2025-04,"FRAUDES_E_FE_PUBLICA","FEMININO","40-59",1887
2025-04,"FRAUDES_E_FE_PUBLICA","MASCULINO","40-59",1882
2025-04,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","0-12",156
2025-04,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","25-39",307
2025-04,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","13-17",140
2025-04,"VULNERAVEIS_E_CUIDADO","FEMININO","13-17",105
2025-04,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","40-59",569
2025-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","60+",944
2025-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","40-59",2127
2025-04,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","25-39",1422
2025-04,"ORDEM_PUBLICA_E_OUTROS","FEMININO","60+",353
2025-04,"ORDEM_PUBLICA_E_OUTROS","FEMININO","25-39",621
2025-04,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","40-59",360
2025-04,"LETAIS_E_VIOLENTOS","MASCULINO","40-59",26
2025-04,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","60+",829
2025-04,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","25-39",439
2025-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","18-24",520
2025-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","25-39",1887
2025-04,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","18-24",372
2025-04,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","40-59",1210
2025-04,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","25-39",1011
2025-04,"FRAUDES_E_FE_PUBLICA","FEMININO","25-39",1507
2025-04,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","25-39",408
2025-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","0-12",112
2025-04,"LETAIS_E_VIOLENTOS","MASCULINO","60+",12
2025-04,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","18-24",160
2025-04,"FRAUDES_E_FE_PUBLICA","FEMININO","18-24",388
2025-04,"FRAUDES_E_FE_PUBLICA","FEMININO","60+",1346
2025-04,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","0-12",40
2025-04,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","40-59",51
2025-04,"TRANSITO","MASCULINO","25-39",732
2025-04,"FRAUDES_E_FE_PUBLICA","MASCULINO","25-39",1538
2025-04,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","25-39",81
2025-04,"TRANSITO","FEMININO","25-39",362
2025-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","60+",806
2025-04,"VULNERAVEIS_E_CUIDADO","FEMININO","25-39",24
2025-04,"TRANSITO","FEMININO","18-24",163
2025-04,"TRANSITO","MASCULINO","40-59",540
2025-04,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","18-24",319
2025-04,"TRANSITO","MASCULINO","60+",178
2025-04,"VULNERAVEIS_E_CUIDADO","MASCULINO","60+",76
2025-04,"VULNERAVEIS_E_CUIDADO","FEMININO","60+",128
2025-04,"ORDEM_PUBLICA_E_OUTROS","FEMININO","40-59",662
2025-04,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","60+",122
2025-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","25-39",34
2025-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","0-12",92
2025-04,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","60+",300
2025-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","25-39",66
2025-04,"VULNERAVEIS_E_CUIDADO","MASCULINO","0-12",176
2025-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","13-17",331
2025-04,"VULNERAVEIS_E_CUIDADO","FEMININO","0-12",173
2025-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","13-17",208
2025-04,"VULNERAVEIS_E_CUIDADO","MASCULINO","13-17",49
2025-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","25-39",105
2025-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","0-12",26
2025-04,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","60+",71
2025-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","40-59",35
2025-04,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","13-17",17
2025-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","60+",7
2025-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","13-17",26
2025-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","40-59",79
2025-04,"TRANSITO","MASCULINO","18-24",416
2025-04,"ORDEM_PUBLICA_E_OUTROS","FEMININO","13-17",53
2025-04,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","18-24",109
2025-04,"ORDEM_PUBLICA_E_OUTROS","FEMININO","0-12",39
2025-04,"ORDEM_PUBLICA_E_OUTROS","FEMININO","18-24",171
2025-04,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","18-24",222
2025-04,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","0-12",31
2025-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","40-59",82
2025-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","40-59",39
2025-04,"TRANSITO","FEMININO","60+",104
2025-04,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","13-17",39
2025-04,"FRAUDES_E_FE_PUBLICA","FEMININO","13-17",9
2025-04,"LETAIS_E_VIOLENTOS","MASCULINO","25-39",30
2025-04,"FRAUDES_E_FE_PUBLICA","MASCULINO","13-17",17
2025-04,"VULNERAVEIS_E_CUIDADO","MASCULINO","40-59",16
2025-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","60+",24
2025-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","25-39",3
2025-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","25-39",58
2025-04,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","40-59",2
2025-04,"VULNERAVEIS_E_CUIDADO","MASCULINO","18-24",6
2025-04,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","40-59",248
2025-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","60+",15
2025-04,"TRANSITO","MASCULINO","13-17",49
2025-04,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","13-17",22
2025-04,"TRANSITO","FEMININO","13-17",18
2025-04,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","13-17",17
2025-04,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","13-17",42
2025-04,"ARMAS_E_MUNICOES","MASCULINO","40-59",18
2025-04,"LETAIS_E_VIOLENTOS","MASCULINO","18-24",14
2025-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","18-24",23
2025-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","0-12",4
2025-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","60+",10
2025-04,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","60+",16
2025-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","13-17",21
2025-04,"FRAUDES_E_FE_PUBLICA","IGNORADO","40-59",5
2025-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","0-12",16
2025-04,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","40-59",9
2025-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","40-59",3
2025-04,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","18-24",3
2025-04,"ARMAS_E_MUNICOES","MASCULINO","25-39",20
2025-04,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","60+",9
2025-04,"ARMAS_E_MUNICOES","FEMININO","40-59",8
2025-04,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","18-24",3
2025-04,"TRANSITO","FEMININO","0-12",14
2025-04,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","13-17",19
2025-04,"TRANSITO","MASCULINO","0-12",26
2025-04,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","25-39",8
2025-04,"VULNERAVEIS_E_CUIDADO","FEMININO","40-59",25
2025-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","13-17",3
2025-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","18-24",20
2025-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","18-24",11
2025-04,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","40-59",7
2025-04,"ARMAS_E_MUNICOES","FEMININO","25-39",13
2025-04,"ARMAS_E_MUNICOES","FEMININO","60+",2
2025-04,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","0-12",1
2025-04,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","25-39",10
2025-04,"ARMAS_E_MUNICOES","MASCULINO","60+",11
2025-04,"FRAUDES_E_FE_PUBLICA","IGNORADO","25-39",7
2025-04,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","60+",4
2025-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","18-24",13
2025-04,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","25-39",1
2025-04,"ARMAS_E_MUNICOES","MASCULINO","18-24",8
2025-04,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","25-39",4
2025-04,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","40-59",3
2025-04,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","25-39",2
2025-04,"VULNERAVEIS_E_CUIDADO","MASCULINO","25-39",14
2025-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","0-12",1
2025-04,"LETAIS_E_VIOLENTOS","FEMININO","13-17",2
2025-04,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","40-59",2
2025-04,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","0-12",1
2025-04,"LETAIS_E_VIOLENTOS","MASCULINO","0-12",7
2025-04,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","18-24",2
2025-04,"LETAIS_E_VIOLENTOS","FEMININO","25-39",6
2025-04,"FRAUDES_E_FE_PUBLICA","IGNORADO","60+",3
2025-04,"ARMAS_E_MUNICOES","FEMININO","18-24",2
2025-04,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","0-12",6
2025-04,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","0-12",4
2025-04,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","25-39",2
2025-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","13-17",1
2025-04,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","18-24",1
2025-04,"VULNERAVEIS_E_CUIDADO","FEMININO","18-24",4
2025-04,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","13-17",3
2025-04,"FRAUDES_E_FE_PUBLICA","IGNORADO","18-24",3
2025-04,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","18-24",1
2025-04,"LETAIS_E_VIOLENTOS","MASCULINO","13-17",7
2025-04,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","25-39",1
2025-04,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","25-39",1
2025-04,"LETAIS_E_VIOLENTOS","FEMININO","40-59",5
2025-04,"TRANSITO","IGNORADO","60+",1
2025-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","IGNORADO","18-24",1
2025-04,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","40-59",2
2025-04,"LETAIS_E_VIOLENTOS","FEMININO","18-24",1
2025-04,"CRIMES_SEXUAIS_E_EXPLORACAO","IGNORADO","18-24",1
2025-04,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","40-59",5
2025-04,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","60+",2
2025-04,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","18-24",1
2025-04,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","60+",1
2025-04,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","18-24",1
2025-04,"FRAUDES_E_FE_PUBLICA","MASCULINO","0-12",1
2025-04,"LETAIS_E_VIOLENTOS","FEMININO","0-12",2
2025-04,"VULNERAVEIS_E_CUIDADO","IGNORADO","0-12",1
2025-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","IGNORADO","13-17",1
2025-04,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","0-12",1
2025-04,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","13-17",1
2025-04,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","60+",1
2025-05,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","25-39",3996
2025-05,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","60+",819
2025-05,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","25-39",1481
2025-05,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","18-24",518
2025-05,"FRAUDES_E_FE_PUBLICA","MASCULINO","25-39",1423
2025-05,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","25-39",394
2025-05,"FRAUDES_E_FE_PUBLICA","FEMININO","60+",1321
2025-05,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","60+",1278
2025-05,"FRAUDES_E_FE_PUBLICA","MASCULINO","18-24",428
2025-05,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","40-59",49
2025-05,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","40-59",1856
2025-05,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","0-12",181
2025-05,"VULNERAVEIS_E_CUIDADO","MASCULINO","13-17",79
2025-05,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","40-59",3257
2025-05,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","25-39",1069
2025-05,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","25-39",1867
2025-05,"ARMAS_E_MUNICOES","FEMININO","25-39",14
2025-05,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","18-24",158
2025-05,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","18-24",408
2025-05,"TRANSITO","MASCULINO","18-24",448
2025-05,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","13-17",203
2025-05,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","40-59",569
2025-05,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","60+",967
2025-05,"TRANSITO","FEMININO","25-39",392
2025-05,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","40-59",380
2025-05,"ORDEM_PUBLICA_E_OUTROS","FEMININO","40-59",671
2025-05,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","40-59",2068
2025-05,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","40-59",1345
2025-05,"TRANSITO","MASCULINO","40-59",539
2025-05,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","25-39",292
2025-05,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","25-39",477
2025-05,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","13-17",313
2025-05,"ORDEM_PUBLICA_E_OUTROS","FEMININO","25-39",567
2025-05,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","18-24",1343
2025-05,"TRANSITO","MASCULINO","25-39",699
2025-05,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","18-24",90
2025-05,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","60+",311
2025-05,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","25-39",8
2025-05,"FRAUDES_E_FE_PUBLICA","FEMININO","25-39",1620
2025-05,"VULNERAVEIS_E_CUIDADO","MASCULINO","0-12",149
2025-05,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","40-59",221
2025-05,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","0-12",4
2025-05,"TRANSITO","FEMININO","18-24",170
2025-05,"FRAUDES_E_FE_PUBLICA","FEMININO","18-24",437
2025-05,"VULNERAVEIS_E_CUIDADO","FEMININO","60+",126
2025-05,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","60+",739
2025-05,"ORDEM_PUBLICA_E_OUTROS","FEMININO","0-12",36
2025-05,"FRAUDES_E_FE_PUBLICA","MASCULINO","40-59",2007
2025-05,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","18-24",299
2025-05,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","13-17",16
2025-05,"VULNERAVEIS_E_CUIDADO","FEMININO","0-12",179
2025-05,"ORDEM_PUBLICA_E_OUTROS","FEMININO","60+",340
2025-05,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","13-17",162
2025-05,"FRAUDES_E_FE_PUBLICA","FEMININO","40-59",1910
2025-05,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","0-12",110
2025-05,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","0-12",40
2025-05,"FRAUDES_E_FE_PUBLICA","MASCULINO","60+",1173
2025-05,"VULNERAVEIS_E_CUIDADO","MASCULINO","60+",67
2025-05,"ORDEM_PUBLICA_E_OUTROS","FEMININO","13-17",46
2025-05,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","40-59",34
2025-05,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","25-39",50
2025-05,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","40-59",73
2025-05,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","25-39",62
2025-05,"TRANSITO","FEMININO","40-59",365
2025-05,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","13-17",21
2025-05,"VULNERAVEIS_E_CUIDADO","FEMININO","13-17",115
2025-05,"ORDEM_PUBLICA_E_OUTROS","FEMININO","18-24",141
2025-05,"VULNERAVEIS_E_CUIDADO","MASCULINO","40-59",17
2025-05,"FRAUDES_E_FE_PUBLICA","FEMININO","13-17",15
2025-05,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","0-12",85
2025-05,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","60+",14
2025-05,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","60+",140
2025-05,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","60+",3
2025-05,"TRANSITO","MASCULINO","60+",237
2025-05,"TRANSITO","MASCULINO","13-17",49
2025-05,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","13-17",41
2025-05,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","40-59",18
2025-05,"ARMAS_E_MUNICOES","MASCULINO","60+",12
2025-05,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","60+",23
2025-05,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","25-39",117
2025-05,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","25-39",78
2025-05,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","18-24",73
2025-05,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","40-59",65
2025-05,"ARMAS_E_MUNICOES","MASCULINO","25-39",20
2025-05,"TRANSITO","MASCULINO","0-12",24
2025-05,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","13-17",24
2025-05,"FRAUDES_E_FE_PUBLICA","MASCULINO","0-12",4
2025-05,"TRANSITO","FEMININO","60+",132
2025-05,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","18-24",24
